"LSOA_CODE","CKD: QOF prevalence (18+ yrs)"
"E01000001",0.0241209445892332
"E01000002",0.0239332139242613
"E01000003",0.023818551384788
"E01000005",0.0216522174689688
"E01000006",0.0129541656481378
"E01000007",0.00934863436897121
"E01000008",0.0102063368450264
"E01000009",0.0119007549259058
"E01000010",0.00654695081711721
"E01000011",0.0114559927144866
"E01000012",0.00976592890936991
"E01000013",0.0236830200362003
"E01000014",0.024636018384325
"E01000015",0.0253972820886053
"E01000016",0.0243108294640172
"E01000017",0.0247820388619221
"E01000018",0.0239453478960589
"E01000019",0.0310012493848436
"E01000020",0.0327527972956446
"E01000021",0.0228392442117544
"E01000022",0.0283100826991849
"E01000023",0.0231312336544454
"E01000024",0.027172104559166
"E01000025",0.0271199771355157
"E01000027",0.0149021446422462
"E01000028",0.0146575792584766
"E01000029",0.0226742335273172
"E01000030",0.0144455636425192
"E01000031",0.0272287642002143
"E01000032",0.0270061157881658
"E01000033",0.030148320346653
"E01000034",0.0300160393546016
"E01000035",0.0251439746945613
"E01000036",0.021998351372801
"E01000037",0.0305785164578354
"E01000038",0.0302791859946952
"E01000039",0.0317290826587017
"E01000040",0.0261461449566497
"E01000041",0.0275528972845045
"E01000042",0.0212547727793856
"E01000043",0.0253112171091721
"E01000044",0.0263526469961093
"E01000045",0.0239592760050902
"E01000046",0.0291824470713962
"E01000048",0.0141943049702951
"E01000049",0.0144584862868457
"E01000050",0.0149564610794099
"E01000051",0.0127130301336152
"E01000052",0.0189413830613671
"E01000053",0.0230895125646691
"E01000054",0.0267172558631145
"E01000055",0.0282599598180037
"E01000056",0.0254822761554074
"E01000057",0.0297593725910684
"E01000058",0.023584706964811
"E01000059",0.022949381952755
"E01000060",0.0302186649718381
"E01000061",0.0309263858156267
"E01000062",0.029360432862609
"E01000063",0.0298506863931312
"E01000064",0.0287224514609494
"E01000065",0.0312739140212588
"E01000066",0.0218026855432381
"E01000067",0.0229166084887116
"E01000068",0.0177468324493729
"E01000069",0.0225986996672391
"E01000070",0.0219943868297751
"E01000071",0.021494280061979
"E01000072",0.0225727262270838
"E01000073",0.0203174297544316
"E01000074",0.0238723814646777
"E01000075",0.0269336028332523
"E01000076",0.0265200444881887
"E01000077",0.0289244880093738
"E01000078",0.0311980623263151
"E01000079",0.0281616379387215
"E01000080",0.0298022346178779
"E01000081",0.0305714324028412
"E01000082",0.0307179984611198
"E01000083",0.0306555104615254
"E01000084",0.0209588063344517
"E01000085",0.0223726184271166
"E01000086",0.0216326930063192
"E01000087",0.0193740781357148
"E01000088",0.0200702203843337
"E01000089",0.0168566116511201
"E01000090",0.0145379321392961
"E01000091",0.00704685719692195
"E01000092",0.00955699406540314
"E01000093",0.00709810935037497
"E01000094",0.00754796450917531
"E01000095",0.0144760935702907
"E01000096",0.0145103834928363
"E01000097",0.0305519136462106
"E01000098",0.0330602036241473
"E01000099",0.0272875511853309
"E01000100",0.025017048339254
"E01000101",0.0252081466048444
"E01000102",0.0289288991485314
"E01000103",0.0254567764767346
"E01000104",0.0275334585201949
"E01000105",0.0284897649528362
"E01000106",0.0313705270246179
"E01000107",0.0244667918952604
"E01000108",0.0222249222927455
"E01000109",0.0260173868428067
"E01000110",0.0267850659374161
"E01000111",0.0284312039162755
"E01000112",0.02738885104613
"E01000113",0.0275384971385201
"E01000114",0.0298112208952853
"E01000115",0.0283762625462516
"E01000116",0.0363775188802452
"E01000117",0.0322257508961038
"E01000118",0.0363700986720423
"E01000119",0.0292622424471857
"E01000120",0.03100666043742
"E01000121",0.0354434545920281
"E01000122",0.0309183772321112
"E01000123",0.0306855665863367
"E01000124",0.0291692458218236
"E01000125",0.0252929268255907
"E01000126",0.0275306418506043
"E01000127",0.0281665580215984
"E01000128",0.0237238020050947
"E01000129",0.0257891049481853
"E01000130",0.0281933045007636
"E01000131",0.0265080931621465
"E01000132",0.0284428131512586
"E01000133",0.0290178728821983
"E01000134",0.0260550253862411
"E01000135",0.0306268697821096
"E01000136",0.0290757726865406
"E01000137",0.0287983922230096
"E01000138",0.0292143249566522
"E01000139",0.025465097443437
"E01000140",0.0259788643027718
"E01000141",0.0120536007172758
"E01000142",0.0257155814508283
"E01000143",0.0181840335198693
"E01000144",0.0281830307216974
"E01000145",0.0297966884384356
"E01000146",0.0273206587894996
"E01000147",0.0280018014246655
"E01000148",0.0278409678833781
"E01000150",0.0288657401192256
"E01000151",0.0293926474388749
"E01000152",0.0294538287201807
"E01000153",0.0294738947160902
"E01000154",0.0291781050869728
"E01000155",0.0274722867579903
"E01000156",0.0236742084919122
"E01000157",0.0246142826673648
"E01000158",0.0265304799598684
"E01000159",0.0324642318099931
"E01000160",0.0263303257271689
"E01000161",0.0338497555958092
"E01000162",0.0345752608908177
"E01000163",0.0304904974613692
"E01000164",0.0314179816286453
"E01000165",0.0301028501946081
"E01000166",0.0289570338407343
"E01000167",0.0245960750642761
"E01000168",0.0323306748678667
"E01000169",0.0255120920500366
"E01000170",0.0202262400308361
"E01000171",0.0220077648014241
"E01000172",0.029845752850002
"E01000173",0.0228630042186129
"E01000174",0.0221773764063953
"E01000175",0.0244668402986601
"E01000176",0.0240730052604409
"E01000177",0.0192814865870716
"E01000178",0.0191922262939658
"E01000179",0.0223911379174805
"E01000180",0.0225798667217605
"E01000181",0.0188085841803499
"E01000182",0.0149518245041432
"E01000183",0.02779511523472
"E01000184",0.0218330047675258
"E01000185",0.0222082374203743
"E01000186",0.0546548039636819
"E01000187",0.0548590815238555
"E01000188",0.0514123568730076
"E01000189",0.0305709977689537
"E01000190",0.0449969793687478
"E01000191",0.04987615784096
"E01000192",0.0522200967005577
"E01000193",0.0495695679463675
"E01000194",0.0419891395285263
"E01000195",0.0494214621339201
"E01000196",0.0284620882728534
"E01000197",0.0295725464842701
"E01000198",0.0225266170484248
"E01000199",0.0263515471157846
"E01000200",0.0278169065829375
"E01000201",0.0257606195659991
"E01000202",0.023379817499597
"E01000203",0.026560872917434
"E01000204",0.030779603009165
"E01000205",0.0363745238969417
"E01000206",0.0347787645793352
"E01000207",0.0373000687512697
"E01000208",0.0303519034041327
"E01000209",0.0387870398068452
"E01000210",0.0345764728498399
"E01000211",0.036172962703526
"E01000212",0.0380129840976154
"E01000213",0.0373629393114213
"E01000214",0.0335970080143144
"E01000215",0.0282877302848063
"E01000216",0.0323905574689409
"E01000217",0.0342908991195497
"E01000218",0.027970969049085
"E01000219",0.0282513944324233
"E01000220",0.0285460656582993
"E01000221",0.035514181118534
"E01000222",0.0401625955940183
"E01000223",0.0351011717836137
"E01000224",0.040754861289488
"E01000225",0.0325533863669501
"E01000226",0.0270929480003642
"E01000227",0.0360571542872666
"E01000228",0.0358572381228212
"E01000229",0.0476947130758798
"E01000230",0.0526212893951039
"E01000231",0.0355397745280692
"E01000232",0.0371829354042347
"E01000233",0.0283209173317336
"E01000234",0.0329764446122796
"E01000235",0.0303118175816344
"E01000236",0.0232652838657304
"E01000237",0.0226209037244213
"E01000238",0.0197699706682056
"E01000239",0.0212113339615924
"E01000240",0.0215168418051066
"E01000241",0.0240267719596875
"E01000242",0.0215233021786769
"E01000243",0.0228463151977933
"E01000244",0.0220038258785448
"E01000245",0.0226335505069446
"E01000246",0.0287390884900052
"E01000247",0.0291713625036316
"E01000248",0.0310952801412049
"E01000249",0.0305804227568747
"E01000250",0.0299233705921205
"E01000251",0.028520007523174
"E01000252",0.0279464468580641
"E01000253",0.0306635134352706
"E01000254",0.0318236254114571
"E01000255",0.0352678310031792
"E01000256",0.0375022894949764
"E01000257",0.0328746444987809
"E01000258",0.039135725840455
"E01000259",0.0328865646916369
"E01000260",0.033351041189649
"E01000261",0.0395301447835701
"E01000262",0.0349032558128749
"E01000263",0.0398603962098125
"E01000264",0.0377465580704439
"E01000265",0.0358342817034881
"E01000266",0.0355756276110614
"E01000267",0.0261633036449717
"E01000268",0.0280924593151386
"E01000269",0.0278793118822179
"E01000270",0.0270554001946192
"E01000271",0.0331738367268782
"E01000272",0.0340333363083229
"E01000273",0.0336686446966644
"E01000274",0.0355481701885201
"E01000275",0.0368793992936375
"E01000276",0.0368101097671978
"E01000277",0.0358822117289054
"E01000278",0.0350750000656197
"E01000279",0.0354347665430973
"E01000280",0.0352502071497172
"E01000281",0.0357177424720111
"E01000282",0.0355864415058498
"E01000283",0.0360956826668813
"E01000284",0.0408168484051276
"E01000285",0.026313074139008
"E01000286",0.0260022404126553
"E01000287",0.0251750950307049
"E01000288",0.0252821372308653
"E01000289",0.0207547821206022
"E01000290",0.0279487617208817
"E01000291",0.0230825449433052
"E01000292",0.0286135808389123
"E01000293",0.0258625444011788
"E01000294",0.0300010714555748
"E01000295",0.0299743013561755
"E01000296",0.0320829549317928
"E01000297",0.0271438139942738
"E01000298",0.0294457779648083
"E01000299",0.0338422069033026
"E01000300",0.0335703834072956
"E01000301",0.0344169847039854
"E01000302",0.0318843274890027
"E01000303",0.0333142673478621
"E01000304",0.0318455518492051
"E01000305",0.0408923613419778
"E01000306",0.0374109407602998
"E01000307",0.0287310033886961
"E01000308",0.0375839294078074
"E01000309",0.0280521151285898
"E01000310",0.0231352883319065
"E01000311",0.0233119502002837
"E01000312",0.0335094876273328
"E01000313",0.0420905409649203
"E01000314",0.0235469354281927
"E01000315",0.0314771826344457
"E01000316",0.0260249956551994
"E01000317",0.0305880824850261
"E01000318",0.0307959239643407
"E01000319",0.026578783227685
"E01000320",0.0374496336030048
"E01000321",0.040138526730263
"E01000322",0.0329217449687575
"E01000323",0.0322318502818518
"E01000324",0.0320896384409774
"E01000325",0.0240380833651369
"E01000326",0.0118739765068042
"E01000327",0.0284572547922902
"E01000328",0.0291377074316881
"E01000329",0.0336631925166586
"E01000330",0.0323551842370947
"E01000331",0.0336409311723979
"E01000332",0.013030741347768
"E01000333",0.0203652971897261
"E01000334",0.020220714556576
"E01000335",0.0205477113889214
"E01000336",0.0201090382495806
"E01000337",0.0195594267788065
"E01000338",0.0172293243147216
"E01000339",0.0248091174337082
"E01000340",0.0340084927099961
"E01000341",0.0315804817356438
"E01000342",0.0269930032938092
"E01000343",0.0287421235040552
"E01000344",0.0242398249384511
"E01000345",0.0247409319098108
"E01000346",0.0274832700913222
"E01000347",0.029777027192214
"E01000348",0.0252981970585033
"E01000349",0.0221425240988913
"E01000350",0.0267107299386193
"E01000351",0.0262676990767818
"E01000352",0.0289286237376391
"E01000353",0.0352741882318453
"E01000354",0.0378389132402459
"E01000355",0.0370836704605593
"E01000356",0.03446140136787
"E01000357",0.0279343735718041
"E01000358",0.0351120277117311
"E01000359",0.0306170071118027
"E01000360",0.0260884881357173
"E01000361",0.0209228219894906
"E01000362",0.0374665205845881
"E01000363",0.0280761915641473
"E01000364",0.0343089052729012
"E01000365",0.034888026615447
"E01000366",0.025849605245997
"E01000367",0.0212117636023975
"E01000368",0.018923737473672
"E01000369",0.026241695733022
"E01000370",0.0298405342682246
"E01000371",0.023749016582967
"E01000372",0.0229786173389958
"E01000373",0.0213839068734979
"E01000374",0.0327045642561768
"E01000375",0.0381076915145694
"E01000376",0.0341987090290395
"E01000377",0.0320038032691767
"E01000378",0.033427740021934
"E01000379",0.039666194337058
"E01000380",0.0177576060295915
"E01000381",0.0248595316088896
"E01000382",0.0233398069369738
"E01000383",0.0249475460515088
"E01000384",0.0268501791966292
"E01000385",0.0288933234302953
"E01000386",0.0274222938805652
"E01000387",0.0249114518375975
"E01000388",0.0297165425824659
"E01000389",0.0174383120860131
"E01000390",0.023131253804733
"E01000391",0.0301971112827918
"E01000392",0.026863840204581
"E01000393",0.0231082382189401
"E01000394",0.0229069259912698
"E01000395",0.0388920169018805
"E01000396",0.0383630911285505
"E01000398",0.0340351593913213
"E01000399",0.0371710263404351
"E01000400",0.0343355314176343
"E01000401",0.0298811223558528
"E01000402",0.0153626587048707
"E01000403",0.0233274725302281
"E01000404",0.0213985440274008
"E01000405",0.0123033989690266
"E01000406",0.0153326652668112
"E01000407",0.0250662253817634
"E01000408",0.0101870090589086
"E01000409",0.0328833641272836
"E01000410",0.0376560194963069
"E01000411",0.033896393355701
"E01000412",0.0368004163979442
"E01000413",0.0350783881803186
"E01000414",0.0346482247495856
"E01000415",0.0400356620609869
"E01000416",0.0277901444052244
"E01000417",0.0240252171093333
"E01000418",0.0243611868899418
"E01000419",0.0237504659188835
"E01000420",0.0225549029197406
"E01000421",0.0277596070651653
"E01000422",0.0257880927561023
"E01000423",0.0311456281864091
"E01000424",0.0245737236166023
"E01000425",0.0266329018219497
"E01000426",0.0250597916835446
"E01000427",0.0240795240124073
"E01000428",0.0252223969406426
"E01000429",0.0219699758368977
"E01000430",0.0190647123297
"E01000431",0.0223032228901737
"E01000432",0.0183722856286696
"E01000433",0.0196026125398812
"E01000434",0.0187586802559079
"E01000435",0.0175305572273843
"E01000436",0.0387267781658903
"E01000437",0.0241425001609205
"E01000438",0.0228545387208949
"E01000439",0.0230399469176774
"E01000440",0.0306775778248295
"E01000441",0.0245172424751893
"E01000442",0.0267269431921625
"E01000443",0.02555971686272
"E01000444",0.0224199891156948
"E01000445",0.0233712082433168
"E01000446",0.0252852144514347
"E01000447",0.0151661972654064
"E01000448",0.0201932685384696
"E01000449",0.0181484110129271
"E01000450",0.028268218884185
"E01000451",0.0276680494866286
"E01000452",0.0277724789655667
"E01000453",0.0278147770550432
"E01000454",0.026812257996484
"E01000455",0.0269317130877907
"E01000456",0.0280720171919284
"E01000457",0.0230166988952755
"E01000458",0.0216483334067809
"E01000459",0.0226127047187376
"E01000460",0.0239891719977354
"E01000461",0.0241457284605516
"E01000462",0.025099602083253
"E01000463",0.0244158908410995
"E01000464",0.0250209358592644
"E01000465",0.0252541481448487
"E01000466",0.0252374631944816
"E01000467",0.0227893942923005
"E01000468",0.0230026551044301
"E01000469",0.0231635656855729
"E01000470",0.0259721725150495
"E01000471",0.0209720188475288
"E01000472",0.0183488212718556
"E01000473",0.0279141403610631
"E01000474",0.0275595496029198
"E01000475",0.024192467670933
"E01000476",0.0308540035601955
"E01000477",0.0284802148711614
"E01000478",0.0258715898831397
"E01000479",0.0266962326821154
"E01000480",0.0262584085724809
"E01000481",0.0260451066824234
"E01000482",0.0271133830255615
"E01000483",0.0273857510502753
"E01000484",0.0290316328561775
"E01000485",0.0273865103042671
"E01000486",0.0266368253389264
"E01000487",0.0265601139328678
"E01000488",0.0224396943586036
"E01000489",0.0230946674352662
"E01000490",0.0205050103918487
"E01000491",0.0173303240150421
"E01000492",0.020738917659331
"E01000493",0.0189306413064777
"E01000494",0.0175824996819306
"E01000495",0.0186291945136385
"E01000497",0.0175197230024101
"E01000498",0.0130893861527303
"E01000499",0.0146459536611173
"E01000501",0.0184633733135282
"E01000502",0.0191106972435621
"E01000503",0.0179586066558226
"E01000504",0.0139204790362401
"E01000505",0.0171727745965011
"E01000506",0.0220748387154253
"E01000507",0.0187180071612912
"E01000508",0.0238059927891417
"E01000509",0.0199409021164893
"E01000510",0.0217517500670077
"E01000511",0.025508169879072
"E01000512",0.0194849896623242
"E01000513",0.0313934192213704
"E01000514",0.0318796064433867
"E01000515",0.0316713723378697
"E01000516",0.0326869417747531
"E01000517",0.0341255882732545
"E01000518",0.0292095554473144
"E01000519",0.0259681486917232
"E01000520",0.0327877322740067
"E01000521",0.0153919761955606
"E01000522",0.0196516228168502
"E01000523",0.0164374378276568
"E01000524",0.0181095748330268
"E01000525",0.0209836640643747
"E01000526",0.0258840628905986
"E01000527",0.0205574590273588
"E01000528",0.023598843474484
"E01000530",0.0218744398626074
"E01000531",0.0203497681502675
"E01000532",0.0183556425810571
"E01000533",0.019144527502761
"E01000534",0.0231921328162572
"E01000535",0.0225802978085473
"E01000536",0.0291785720828807
"E01000538",0.0274288843631482
"E01000539",0.0271341920112916
"E01000540",0.0289087352130372
"E01000541",0.0273667163832433
"E01000543",0.0316748785709696
"E01000544",0.0179499429019608
"E01000545",0.0221111278998073
"E01000546",0.0202645995129117
"E01000547",0.0184324432866527
"E01000548",0.0204444569066883
"E01000549",0.016379888719149
"E01000550",0.021510880250612
"E01000551",0.0156862761967439
"E01000552",0.0192192129836154
"E01000553",0.0113423259109262
"E01000554",0.0124366599411558
"E01000555",0.0120099308370806
"E01000556",0.011350299431212
"E01000557",0.0122593598157722
"E01000558",0.0152322563836735
"E01000559",0.0129782142517963
"E01000560",0.0127176484929451
"E01000561",0.0185299210197407
"E01000562",0.0258976706826381
"E01000563",0.020668006320511
"E01000564",0.0207726244483072
"E01000565",0.0208213142872202
"E01000566",0.021562446508996
"E01000567",0.0259843072532899
"E01000568",0.0287127344396417
"E01000569",0.0212158952390918
"E01000570",0.0234776583428117
"E01000571",0.0247939343055858
"E01000572",0.0262930359814828
"E01000573",0.025120604626661
"E01000574",0.0251247048596546
"E01000575",0.0245788775681369
"E01000576",0.0252502343145845
"E01000577",0.0235892362137493
"E01000578",0.0251922119296355
"E01000579",0.0128252226648857
"E01000580",0.0148197214007382
"E01000581",0.0133224536322861
"E01000582",0.0112739932973146
"E01000583",0.0116070342160979
"E01000584",0.0160897053076077
"E01000585",0.0127835966635304
"E01000586",0.0114188008348372
"E01000587",0.0349332241177061
"E01000588",0.0346464714417839
"E01000589",0.0325384557688152
"E01000590",0.0364342058047872
"E01000591",0.0340122183312846
"E01000592",0.0319854685028713
"E01000593",0.0317042416678166
"E01000594",0.028072504594615
"E01000595",0.0173108887467809
"E01000596",0.0192982647069492
"E01000599",0.016326528443918
"E01000600",0.0185292127764988
"E01000601",0.0226275269901457
"E01000602",0.0201585754351416
"E01000603",0.0209651209848698
"E01000604",0.0217468475574189
"E01000605",0.0184072728679796
"E01000606",0.029936209787609
"E01000607",0.0218823071350122
"E01000608",0.0207286448460844
"E01000609",0.025183272865255
"E01000610",0.0203009654612423
"E01000611",0.0223756479534274
"E01000612",0.022768551263699
"E01000613",0.02087586856395
"E01000615",0.0265971472254773
"E01000616",0.0224669283070403
"E01000617",0.0231997514955143
"E01000618",0.0276072001601479
"E01000619",0.0279302797293921
"E01000620",0.0239366476670258
"E01000621",0.0288634548314241
"E01000622",0.0238550246041169
"E01000623",0.0258944717263912
"E01000624",0.0249146783468738
"E01000625",0.0264879452689325
"E01000626",0.025480213280727
"E01000627",0.0232886853203662
"E01000628",0.0218885449562431
"E01000629",0.0234174949334962
"E01000630",0.0202605750549657
"E01000631",0.0210489196763887
"E01000632",0.0254343993803792
"E01000633",0.0213958482767093
"E01000634",0.0191419405733805
"E01000635",0.0187539674755298
"E01000636",0.0207589782773338
"E01000637",0.0223764009767366
"E01000638",0.0203265814297415
"E01000639",0.0190190082265199
"E01000640",0.0190944078632559
"E01000641",0.0204448411957647
"E01000642",0.018884809348662
"E01000643",0.0207560502429688
"E01000644",0.0229798668924425
"E01000645",0.0332905140197591
"E01000646",0.0245759796940679
"E01000647",0.0252436056956117
"E01000648",0.0308419525093886
"E01000649",0.0338948737459149
"E01000650",0.0396130755951032
"E01000651",0.0403373381162689
"E01000652",0.0461404103788061
"E01000653",0.0284248185255683
"E01000654",0.0488142962400857
"E01000655",0.0483715076747295
"E01000656",0.0469626642949806
"E01000657",0.0491603526255063
"E01000658",0.0503022344959368
"E01000659",0.0482682139260349
"E01000661",0.0529088613809174
"E01000662",0.0516948614639354
"E01000663",0.0514769411186095
"E01000664",0.0521478857893283
"E01000665",0.0525915881804703
"E01000666",0.0430535351275634
"E01000667",0.0517769441042725
"E01000668",0.0498101513474813
"E01000669",0.0507936937400508
"E01000670",0.0365616614781516
"E01000671",0.0408022338623285
"E01000672",0.0233190430297786
"E01000673",0.024017580599185
"E01000674",0.0232378771997461
"E01000675",0.0293657083811831
"E01000676",0.026260986099831
"E01000677",0.0329631368643903
"E01000678",0.0312943019676502
"E01000679",0.042154374972533
"E01000680",0.0315161513391245
"E01000681",0.0296193603419246
"E01000682",0.0296101462616849
"E01000683",0.0299912927127196
"E01000684",0.0309730634439371
"E01000685",0.036226958916511
"E01000686",0.0284763499963208
"E01000687",0.0267761039037395
"E01000688",0.0361705570332198
"E01000689",0.038696435831368
"E01000690",0.0400167237409174
