"LSOA_CODE","CKD: QOF prevalence (18+ yrs)"
"E01000001",0.0237508519333188
"E01000002",0.0230454502046518
"E01000003",0.0230955360028748
"E01000005",0.0197246158923848
"E01000006",0.0162914053222621
"E01000007",0.0140335274852973
"E01000008",0.0127240194242976
"E01000009",0.015195488627177
"E01000010",0.0137148865723926
"E01000011",0.0164450829062569
"E01000012",0.0155369998690123
"E01000013",0.0202875993115783
"E01000014",0.0207399375297305
"E01000015",0.0224911282158319
"E01000016",0.0213703633290538
"E01000017",0.0214945677771766
"E01000018",0.0213831258414432
"E01000019",0.0254791820474471
"E01000020",0.0264878326631633
"E01000021",0.0199170475347037
"E01000022",0.0248701476645267
"E01000023",0.022481208292092
"E01000024",0.0249795089771565
"E01000025",0.0283539342396833
"E01000027",0.013815782471518
"E01000028",0.0138031070201719
"E01000029",0.0198412015637738
"E01000030",0.0132143847246752
"E01000031",0.0231211342253752
"E01000032",0.0228301926407111
"E01000033",0.0301718790707679
"E01000034",0.036562442328861
"E01000035",0.0238475805999088
"E01000036",0.0215075190668592
"E01000037",0.0442478210014377
"E01000038",0.0444257213070116
"E01000039",0.0456987305519453
"E01000040",0.0233740001982434
"E01000041",0.0245402328773263
"E01000042",0.0234317407306576
"E01000043",0.0238587120435413
"E01000044",0.0221642662469985
"E01000045",0.025999505571795
"E01000046",0.0260552879495407
"E01000048",0.0159474538426728
"E01000049",0.0162987137622588
"E01000050",0.0181786686151885
"E01000051",0.0162458016053121
"E01000052",0.0205833141047683
"E01000053",0.0222312135949979
"E01000054",0.0272853842023599
"E01000055",0.0263618264122899
"E01000056",0.0260644052582852
"E01000057",0.0251749704267
"E01000058",0.0224760116414983
"E01000059",0.0227179027665459
"E01000060",0.0295266603609735
"E01000061",0.029707221747964
"E01000062",0.0268255776429877
"E01000063",0.027717952060254
"E01000064",0.0264867596053815
"E01000065",0.0264176674216719
"E01000066",0.0231963953864303
"E01000067",0.0242046403208957
"E01000068",0.0187085605580382
"E01000069",0.0225761581586563
"E01000070",0.0220617434920846
"E01000071",0.0225084441604021
"E01000072",0.0259353990760803
"E01000073",0.0286033318019603
"E01000074",0.0258771154196302
"E01000075",0.0239115334528027
"E01000076",0.0253269169560042
"E01000077",0.0247074000309978
"E01000078",0.025471325309059
"E01000079",0.0233254535848004
"E01000080",0.0244309604932138
"E01000081",0.0255122972095292
"E01000082",0.0266273657081766
"E01000083",0.0248097555770044
"E01000084",0.0187456962705357
"E01000085",0.0190243609594185
"E01000086",0.0189571252619987
"E01000087",0.0183745273755061
"E01000088",0.0170917653089478
"E01000089",0.0151004177949027
"E01000090",0.0138513553285344
"E01000091",0.0170370357248829
"E01000092",0.0174613261024257
"E01000093",0.0166191831243519
"E01000094",0.0169806999761891
"E01000095",0.0205420801607089
"E01000096",0.022088278792052
"E01000097",0.024391716306602
"E01000098",0.026500186974144
"E01000099",0.0227131757698876
"E01000100",0.0262892303139296
"E01000101",0.027756208289755
"E01000102",0.0254968417902706
"E01000103",0.0221846304268866
"E01000104",0.0237019527332446
"E01000105",0.0225302298880638
"E01000106",0.0238578241808947
"E01000107",0.0229124844988921
"E01000108",0.0225958803855947
"E01000109",0.0246745140500025
"E01000110",0.021561857534916
"E01000111",0.0243952821193657
"E01000112",0.0240014283695639
"E01000113",0.0246616663487491
"E01000114",0.0250216073523964
"E01000115",0.0306518729994339
"E01000116",0.040989778719084
"E01000117",0.0379030799239751
"E01000118",0.0404082496223812
"E01000119",0.0317884462745533
"E01000120",0.035259491541017
"E01000121",0.041303782366052
"E01000122",0.035012365541829
"E01000123",0.0342978582444767
"E01000124",0.0335425110269232
"E01000125",0.0263950128896958
"E01000126",0.0262476989821669
"E01000127",0.0296057237050252
"E01000128",0.0304084021655526
"E01000129",0.0294509515366476
"E01000130",0.0289775440182394
"E01000131",0.0279241970513073
"E01000132",0.0289725446577673
"E01000133",0.0301001364547193
"E01000134",0.0296465573363615
"E01000135",0.0300026779395893
"E01000136",0.030952328481434
"E01000137",0.0268144563087386
"E01000138",0.0267158739107584
"E01000139",0.023339926952636
"E01000140",0.0244915328291536
"E01000141",0.0176239246170216
"E01000142",0.0243346626602961
"E01000143",0.0204160670724512
"E01000144",0.0294887810083548
"E01000145",0.0286931032275437
"E01000146",0.0283128352760123
"E01000147",0.0255145609703425
"E01000148",0.0261225849130199
"E01000150",0.0267672205788488
"E01000151",0.0234472155162587
"E01000152",0.0246937853837801
"E01000153",0.0255538788178514
"E01000154",0.0237539845668426
"E01000155",0.023934815775826
"E01000156",0.024882692477017
"E01000157",0.0275339021017992
"E01000158",0.0364483326028602
